Truckstop Name,Address,City,State,Retail Price
MAJOR MARKETS #276,US-51/SR-3,Ripley,TN,3.799
PHILLIPS 66,US-51,Union City,TN,3.38233333
MARATHON,"I-40, EXIT 108",Wildersville,TN,3.099
WOODYS FOOD MART,"I-45 & SR-7, EXIT 164",Centerville,TX,2.84566666
STRIPES 7FLEET #42430,"I-20, EXIT 131",Midland,TX,3.569
TEX-BEST #504,"I-35, EXIT 141",Von Ormy                                ,TX,3.15733333
ALLSUPS CONVENIENCE STORE #2264,SR-214,Seminole,TX,3.094
ALLSUPS CONVENIENCE STORE #2304,"I-40, EXIT 36 & US-385",Vega,TX,2.999
ALLSUPS CONVENIENCE STORE #2283,"I-20, EXIT 73",Wickett,TX,2.899
DUCK THRU FOOD STORE #5,US-258,Franklin                                ,VA,3.499
EXXON,US-220,Martinsville                            ,VA,3.375
CIRCLE K #2723712,"I-77, EXIT 52 & US-52/SR-42",Bland,VA,3.37566666
CARTERS ONE STOP,"I-95 & SR-301, EXIT 31 & SR-40",Stony Creek,VA,2.959
LANKFORD TRUCK PLAZA,US-13 & CR-646,Townsend,VA,3.399
CHEVRON,"I-5, EXIT 36",Longview,WA,4.499
APPLETON TRAVEL PLAZA,SR-96,Appleton,WI,3.40566666
BARRON FARMERS UNION,"US-8, EXIT 53",Barron,WI,3.639
BRISTOL BP,"I-94, EXIT 345 & US-45",Bristol,WI,3.719
KWIK TRIP #332,SR-33,Horicon,WI,3.21566666
KWIK TRIP #306,"I-94, EXIT 259 & SR-89",Lake Mills,WI,3.43233333
KWIK TRIP #781,SR-21,Redgranite,WI,3.35233333
KWIK TRIP #318,SR-27 & SR-16/SR-71,Sparta,WI,3.34233333
CASEYS #3715,SR-59,Whitewater,WI,3.299
KWIK TRIP #347,SR-13,Wisconsin Rapids,WI,3.31233333
KWIK TRIP #310,SR-13/SR-73,Wisconsin Rapids,WI,3.26233333
CRANBROOK HUSKY,HWY 3/95,Cranbrook,BC,4.5076218
CRANBROOK HUSKY,HWY 3/95,Cranbrook,BC,4.51093964
CRANBROOK HUSKY,HWY 3/95,Cranbrook,BC,4.50861664
FLYING J TRAVEL PLAZA #701,"I-35, EXIT 33",Ardmore,OK,3.659
PETRO-CANADA,HWY 247,Etobicoke,ON,3.59147696
PETRO-CANADA,HWY 247,Etobicoke,ON,3.5617793
PETRO-CANADA,HWY 247,Etobicoke,ON,3.61667741
PETRO-CANADA,HWY 247,Etobicoke,ON,3.62494257
PETRO-CANADA,HWY 247,Etobicoke,ON,3.61827417
PETRO-CANADA,HWY 247,Etobicoke,ON,3.62547711
PETRO-CANADA,HWY 35,Orono                                   ,ON,3.59147696
PETRO-CANADA,"HWY-402, EXIT 9 & CR-22",Sarnia                                  ,ON,3.34071441
PETRO-CANADA,"HWY-402, EXIT 9 & CR-22",Sarnia                                  ,ON,3.31041527
PETRO-CANADA,"HWY-402, EXIT 9 & CR-22",Sarnia                                  ,ON,3.31846981
PETRO-CANADA,"HWY-402, EXIT 9 & CR-22",Sarnia                                  ,ON,3.31798054
PETRO-CANADA,"HWY-402, EXIT 9 & CR-22",Sarnia                                  ,ON,3.31114588
PETRO-CANADA,"HWY-402, EXIT 9 & CR-22",Sarnia                                  ,ON,3.31187682
PETRO-CANADA,HWY 417,Gloucester                              ,ON,3.72804545
PETRO-CANADA,HWY 417,Gloucester                              ,ON,3.7854
PETRO-CANADA,HWY 417,Gloucester                              ,ON,3.82084539
PETRO-CANADA,HWY 417,Gloucester                              ,ON,3.72886824
PETRO-CANADA,HWY 417,Gloucester                              ,ON,3.75865199
PETRO-CANADA,HWY 417,Gloucester                              ,ON,3.82028205
LOVES TRAVEL STOP #366,"I-81, EXIT 90",Jonestown,PA,3.85733333
PETRO-CANADA,"HWY-400, EXIT 29 & HWY-407, EXIT 67",Concord,ON,3.42329404
PETRO-CANADA,"HWY-400, EXIT 29 & HWY-407, EXIT 67",Concord,ON,3.3668422
PETRO-CANADA,"HWY-400, EXIT 29 & HWY-407, EXIT 67",Concord,ON,3.45750874
PETRO-CANADA,"HWY-400, EXIT 29 & HWY-407, EXIT 67",Concord,ON,3.43010883
PETRO-CANADA,"HWY-400, EXIT 29 & HWY-407, EXIT 67",Concord,ON,3.42178332
PETRO-CANADA,"HWY-400, EXIT 29 & HWY-407, EXIT 67",Concord,ON,3.39643942
FLYING J TRAVEL PLAZA #657,US-283/US-50/US-56 & US-400,Dodge City,KS,3.799
FLASH MARKET #17046,US-65/SR-9,Clinton,AR,3.239
STUBS GAS AND OIL,"I-76, EXIT 66",Wiggins                                 ,CO,3.559
Circle K #2726278,SR-207,Hastings,FL,3.569
Circle K #2745099,US-23 & US-341/SR-27,Hazlehurst,GA,3.529
BP,US-20,Delaware,IA,3.299
MINIT MART #600630,"I-39, EXIT 14",El Paso,IL,3.679
MINIT MART #600630,"I-39, EXIT 14",El Paso,IL,3.599
7-ELEVEN #34712,I-90 Exit 24,Belvidere,IL,3.739
Rebel Plus #882,"I-80, EXIT 101",Bristol,IN,3.57566666
HAWESWAY TRUCKSTOP,US-60,Owensboro,KY,3.599
SUPER QUIK #9,"I-64, EXIT 181",Ashland,KY,3.669
CM GALLIANO,US-167,Cut Off,LA,3.499
Fred's Food Mart,US-61,Saint Francisville,LA,3.799
CASH MAGIC VINTON,"I-10, EXIT 4 & SR-109",Vinton,LA,3.284
MARATHON,SR-32W,Gaylord,MI,3.799
Sunoco,"I-275, EXIT 11",New Boston                              ,MI,3.399
Sunoco,"I-275, EXIT 11",New Boston                              ,MI,3.439
EXPRESS FOOD DEPOT,"I-94, EXIT 266",Smiths Creek,MI,3.629
EXPRESS FOOD DEPOT,"I-94, EXIT 266",Smiths Creek,MI,3.659
EXPRESS FOOD DEPOT,"I-94, EXIT 266",Smiths Creek,MI,3.719
ONE9 #23,"I-96, EXIT 67",Ionia,MI,3.499
ONE9 #23,"I-96, EXIT 67",Ionia,MI,3.439
PILOT TRAVEL CENTERS #408,"I-68, EXIT 22",Grantsville,MD,4.259
TOWN PUMP FOOD STORE #922,"I-90, EXIT 370 &SR-10",Big Timber                              ,MT,3.479
PETRO SERVE USA,US-10,West Fargo,ND,3.029
PUMP & PANTRY #34,US-20 & SR-27,Gordon,NE,3.449
MR MIKES MINI MART,SR-9,Northwood                               ,NH,3.599
7-ELEVEN #40084,US-46/US-1/US-9,Palisades Park,NJ,3.099
A ONE TRUCK STOP,US-9,South Amboy,NJ,3.499
LOVES TRAVEL STOP #364,I-75 EXIT 33,Charleston,TN,3.589
FLYING J TRAVEL PLAZA #1005,"I-80, EXIT 48",Fernley,NV,3.91566666
SPEEDWAY #9912,"I-81, EXIT 10",Mc Graw,NY,4.309
CIRCLE K #4707612,"I-81, EXIT 14",Tully,NY,3.799
CIRCLE K #4707612,"I-81, EXIT 14",Tully,NY,4.299
GANSEVOORT MINI MART,"I-87, EXIT 17",Gansevoort,NY,3.759
GANSEVOORT MINI MART,"I-87, EXIT 17",Gansevoort,NY,3.779
SPEEDWAY #9367,"I-275, EXIT 42",Cincinnati,OH,3.12566666
DAVIS TRAVEL CENTER #108,"I-85, EXIT 39",Warfield,VA,3.099
CIRCLE K #4705567,ST 91,Twinsburg,OH,3.63233333
ONVO TRAVEL PLAZA,"I-84, EXIT 17",Lake Ariel,PA,3.58566666
MARTIN GENERAL STORE,US-22,Alexandria,PA,3.539
TA WEST GREENWICH,"I-95, EXIT 5B",West Greenwich,RI,3.76566666
CIRCLE K #2723354,"I-526, EXIT 18A & US-78",Charleston,SC,3.299
PWI #120,"I-10, EXIT 593",Schertz,TX,2.92566666
Shell,US-29,Warrenton,VA,3.25733333
OMAK MART,US-97 & SR-215,Omak,WA,4.149
Petro Stopping Center #368,"I-94, EXIT 333",Sturtevant,WI,3.889
MARION TRAVEL CENTER,I-55 EXIT 14,Marion                                  ,AR,3.199
CIRCLE K #2723678,SR-53,Rome,GA,3.06233333
ROAD RANGER #118,"I-72 & I-55, EXIT 100-A",Springfield,IL,3.299
ROAD RANGER #118,"I-72 & I-55, EXIT 100-A",Springfield,IL,3.409
FLYING J TRAVEL PLAZA #662,"I-24, EXIT 86",Oak Grove,KY,3.15233333
76 FUEL CENTER,"I-75, EXIT 76",Berea,KY,2.999
LOVES TRAVEL STOP #367,"I-74, EXIT 149",Le Roy,IL,3.589
LOVES TRAVEL STOP #367,"I-74, EXIT 149",Le Roy,IL,3.549
LOVES TRAVEL STOP #367,"I-74, EXIT 149",Le Roy,IL,3.489
LOVES TRAVEL STOP #367,"I-74, EXIT 149",Le Roy,IL,3.389
Circle K #2746246,US-169 & SR-41,Shakopee,MN,3.599
Petro Stopping Center #460,"I-70, EXIT 28",Oak Grove,MO,3.21233333
CIRCLE K #2723471,"I-95, EXIT 121",Wilson,NC,3.199
FLYING J TRAVEL PLAZA #687,"I-80, EXIT 179",North Platte,NE,3.449
FLYING J TRAVEL PLAZA #693,"I-90, EXIT 48A; PEMBROKE, NY",Corfu,NY,3.889
FLYING J TRAVEL PLAZA #702,"I-40, EXIT 264B",Checotah                                ,OK,3.699
Flying J Travel Plaza #720,"I-40, EXIT 182",Fairview                                ,TN,3.18566666
FLYING J TRAVEL PLAZA #752,"I-81, EXIT 323",Clear Brook,VA,3.659
SHELL,"I-85, EXIT 61",Petersburg,VA,3.20066666
DECAUTER SHELL TRUCK STOP,"I-35, EXIT 369",Decatur,TX,2.91566666
PILOT #6955,I-40/I-85 EXIT 150,Haw River,NC,3.959
SPEEDWAY #8723,"I-75, EXIT 144B",Bridgeport,MI,3.379
SPEEDWAY #8723,"I-75, EXIT 144B",Bridgeport,MI,3.249
SPEEDWAY #8723,"I-75, EXIT 144B",Bridgeport,MI,3.259
SPEEDWAY #8723,"I-75, EXIT 144B",Bridgeport,MI,3.469
LOVES TRAVEL STOP #407,I-81 EXIT 52B OR I-76 EXIT 226,Carlisle,PA,4.099
FLYING J TRAVEL PLAZA #704,I-35 & 122ND ST,Edmond,OK,3.30566666
KWIK TRIP #342,"I-39, EXIT 159",Stevens Point,WI,3.559
PILOT #4557,"I-85, EXIT 166",Carnesville,GA,3.17233333
PILOT TRAVEL CENTER #4557,"I-85, EXIT 166",Carnesville,GA,3.239
PILOT #4584,"I-95, EXIT 181",Latta,SC,3.349
PILOT #4576,"I-95, EXIT 82",Saint George,SC,3.519
SPEEDWAY #7929,"I-40, EXIT 208",Colfax,NC,2.854
SHEETZ #701,"I-81, EXIT 273",Mount Jackson,VA,2.874
TA LINCOLN TRAVEL CENTER,"I-20, EXIT 168 & SR-77",Lincoln,AL,3.084
PILOT TRAVEL CENTERS #243,"I-64, EXIT 45 & SR-25",Nitro,WV,3.62566666
Pilot Travel Centers #411,"I-40, EXIT 238 & US-231",Lebanon,TN,3.24566666
PILOT TRAVEL CENTER #441,"I-65, EXIT 334",Decatur,AL,3.859
PILOT TRAVEL CENTERS #441,"I-65, EXIT 334",Decatur,AL,3.859
PILOT TRAVEL CENTER #416,"I-75/SR-401, EXIT 101",Cordele,GA,3.28566666
PILOT TRAVEL CENTERS #416,"I-75/SR-401, EXIT 101",Cordele,GA,3.33233333
BIG EASY TRAVEL PLAZA,"I-10, EXIT 239-B",New Orleans,LA,3.799
FUELSMART,SR-165,Muskogee,OK,3.25233333
FLYING J TRAVEL PLAZA #638,"I-84, EXIT 29",Caldwell,ID,3.78733333
SUAMICO CITGO,"US-41/US-141, EXIT 176 & CR-B",Suamico,WI,3.269
GAS N GO,"I-75, EXIT 149",Byron,GA,3.17233333
LOVES TRAVEL STOP #397,"I-85, EXIT 104",Blacksburg,SC,3.419
CITGO QUIK MART,SR/15 & SR-68,Tennille                                ,GA,3.46566666
PILOT TRAVEL CENTERS #209,"I-10, EXIT 140",Van Horn                                ,TX,3.659
PILOT TRAVEL CENTERS #213,"I-70, EXIT 94 (WILSON ROAD)",Columbus,OH,3.509
LOVES TRAVEL STOP #296,"I-8, EXIT 115 & SR-85",Gila Bend,AZ,3.889
PORT ALLEN TRUCKSTOP,"I-10, EXIT 151 & SR-415",Port Allen,LA,3.259
FLYING J TRAVEL PLAZA #658,"I-35, EXIT 127",Emporia,KS,3.25233333
Flying J Dealer #893,"I-80, EXIT 40 (US-59)",Avoca,IA,3.659
PILOT TRAVEL CENTERS #893,"I-80, EXIT 40 (US-59)",Avoca,IA,3.659
PILOT TRAVEL CENTERS #287,"I-71, EXIT 204 & SR-83",Burbank,OH,3.699
Palace Truckstop,"I-10, EXIT 246 & I-510, EXIT 2C",New Orleans,LA,3.299
PILOT TRAVEL CENTER #211,"I-40, EXIT 9 & SR-95",Lake Havasu City,AZ,3.849
PILOT TRAVEL CENTERS #211,"I-40, EXIT 9 & SR-95",Lake Havasu City,AZ,3.999
PILOT TRAVEL CENTERS #232,"I-84, EXIT 376A",Ontario,OR,3.699
OKEMAH TRAVEL CENTER,"I-40, EXIT 221 (ST 27)",Okemah,OK,2.879
PILOT TRAVEL CENTERS #236,"I-80, EXIT 122",Minooka,IL,3.799
PILOT TRAVEL CENTER #236,"I-80, EXIT 122",Minooka,IL,3.799
301 PLAZA,US-301 & SR-299,Middletown,DE,3.239
FLYING J TRAVEL PLAZA #637,"I-380, EXIT 68",Evansdale,IA,3.779
CASEYS #4453,"I-75, EXIT 120",Lexington,KY,3.224
T BONE TRUCK STOP,US-30,Columbus                                ,NE,3.099
CUBBYS #110,"I-80, EXIT 353",Columbus                                ,NE,3.179
PILOT TRAVEL CENTERS #417,"I-20, EXIT 19",Temple,GA,3.449
PILOT TRAVEL CENTER #417,"I-20, EXIT 19",Temple,GA,3.389
LOVES TRAVEL STOP #295,US-412 & US-69,Chouteau,OK,3.29066666
24/7 TRAVEL PLAZA,"I-135, EXIT 92",Salina,KS,2.974
KWIK TRIP #686,"I-94, EXIT 333/US-41 & SR-20",Sturtevant,WI,3.769
PILOT TRAVEL CENTERS #49,"I-24, EXIT 89",Oak Grove,KY,3.15233333
SPEEDWAY #5236,"I-75, EXIT 122",Lima,OH,3.25566666
PILOT TRAVEL CENTERS #442,"I-55, EXIT 19",Hayti                                   ,MO,3.25566666
PILOT TRAVEL CENTERS #163,"I-10, EXIT 24",Lordsburg,NM,3.439
PILOT TRAVEL CENTERS #164,"I-90/I-94, EXIT 69 & SR-82",Mauston,WI,3.299
PWI #978,"I-215, EXIT 21",Salt Lake City,UT,3.359
PILOT TRAVEL CENTERS #77,"I-55 /I-20, EXIT 45",Jackson,MS,3.149
PILOT TRAVEL CENTERS #206,"I-20, EXIT 406",Weatherford,TX,3.209
LOVES TRAVEL STOP #285,I-40 EXIT 277,Santa Rosa,NM,3.474
LOVES TRAVEL STOP #290,US-59/US-69/S LOOP 287 & FM-841,Lufkin,TX,3.649
LOVES TRAVEL STOPS #290,US-59/US-69/S LOOP 287 & FM-841,Lufkin,TX,3.649
7-ELEVEN #40363,US-17/SR-15 & SR-100,Palatka,FL,3.364
FLYING J TRAVEL PLAZA #663,"I-64, EXIT 43 & SR-395",Waddy,KY,3.759
FLYING J TRAVEL PLAZA #652,"I-65/US-52, EXIT 139 & SR-39",Lebanon,IN,3.64066666
ROAD RANGER #209,"I-90/94,  EXIT 48",Oakdale,WI,3.234
ROAD RANGER #206,US-20,Winnebago,IL,3.219
ROAD RANGER #206,US-20,Winnebago,IL,3.289
ROAD RANGER #206,US-20,Winnebago,IL,3.299
ROAD RANGER #203,US-20 & SR-2,Rockford,IL,3.219
ROAD RANGER #203,US-20 & SR-2,Rockford,IL,3.289
ROAD RANGER #203,US-20 & SR-2,Rockford,IL,3.299
FLYING J TRAVEL PLAZA #622,"I-95/SR-9, EXIT 131 & SR-68 & SR-713",Fort Pierce,FL,3.499
FLYING J TRAVEL PLAZA #690,"I-10/US-70, EXIT 24",Lordsburg,NM,3.439
PILOT TRAVEL CENTERS #446,"I-69, EXIT 234",Daleville,IN,3.514
PILOT TRAVEL CENTER #446,"I-69, EXIT 234",Daleville,IN,3.649
One9 #1413,"I-81, EXIT 101",Dublin,VA,3.24233333
SPEEDWAY #8876,"US-23, EXIT 50",Whitmore Lake,MI,3.499
SPEEDWAY #8876,"US-23, EXIT 50",Whitmore Lake,MI,3.749
PILOT TRAVEL CENTERS #428,"I-20, EXIT 112",West Monroe                             ,LA,3.20566666
LOVES TRAVEL STOP #420,"I-20, EXIT 47",Flowood,MS,3.149
FUEL CITY FRIENDLYS,"I-35E, EXIT 435",Dallas,TX,2.96566666
PILOT TRAVEL CENTER #90,"I-95/SR-9, EXIT 129 & SR-91, EXIT 152 & SR-70",Fort Pierce,FL,3.519
PILOT TRAVEL CENTERS #90,"I-95/SR-9, EXIT 129 & SR-91, EXIT 152 & SR-70",Fort Pierce,FL,3.459
FROG CITY TRAVEL PLAZA,"I-10, EXIT 87",Rayne                                   ,LA,3.36566666
FLYING J TRAVEL PLAZA #688,"I-295, DEEP WATER STREET",Penns Grove,NJ,3.989
PILOT TRAVEL CENTERS #174,I-78 & SR-15,New Albany,MS,3.859
PILOT TRAVEL CENTERS #75,"I-65, EXIT 19 & US-43/SR-13",Satsuma,AL,3.199
PILOT TRAVEL CENTER #75,"I-65, EXIT 19 & US-43/SR-13",Satsuma,AL,3.195
SPEEDWAY #4523,"I-94, EXIT 88",Osseo,WI,3.54566666
TA DENVER EAST TRAVEL CENTER,"I-70 & I-270, EXIT 278",Commerce City,CO,3.37566666
SAPP BROS TRAVEL CENTER,"I-70, EXIT 295",Junction City,KS,3.709
PILOT TRAVEL CENTER #279,"I-19, EXIT 12 & SR-289",Rio Rico,AZ,3.614
PILOT TRAVEL CENTERS #279,"I-19, EXIT 12 & SR-289",Rio Rico,AZ,3.659
PILOT TRAVEL CENTERS #454,"I-70, EXIT 79",London                                  ,OH,3.509
PILOT TRAVEL CENTERS #444,"I-70, EXIT 23",Brazil                                  ,IN,3.939
PILOT TRAVEL CENTER #444,"I-70, EXIT 23",Brazil                                  ,IN,3.939
SUPER EXPRESS STOP,"I-64, EXIT 113",Mount Sterling,KY,3.859
FLYING J TRAVEL PLAZA #625,"I-4/SR-400, EXIT 10 & SR-579",Seffner,FL,3.44233333
COLTS QUICK DRAW,"I-40, EXIT 125 & US-65/SR-25",Greenbrier,AR,3.30733333
CIRCLE K #2723333,"I-75, EXIT 216",Mcdonough,GA,3.209
ONE TRIP,US-84,Homerville,GA,3.44233333
CIRCLE K #2723346,US-29/S8,Athens,GA,3.399
CASEYS #3292,"I-380, EXIT 43 & US-20",Independence,IA,3.599
FLYING J TRAVEL PLAZA #760,US-30 & SR-232,Cokeville,WY,3.899
FLYING J TRAVEL PLAZA #677,"US-78, EXIT 6",Olive Branch,MS,3.28566666
PILOT TRAVEL CENTERS #267,"I-75, EXIT 146",Byron                                   ,GA,3.36566666
PILOT TRAVEL CENTER #267,"I-75, EXIT 146",Byron                                   ,GA,3.38566666
CIRCLE K #2723875,SR-41/SR-45,Jamestown,SC,2.974
PILOT #4579,"I-26, EXIT 139",Saint Matthews,SC,3.509
One9 #1248,"I-45, EXIT 271",Wilmer,TX,2.75566666
WESTERN TRAVEL TERMINAL,US-26 & US-85,Torrington                              ,WY,3.399
CORNER EXPRESS,ST 55,Wellston                                ,MI,3.499
ALLTOWN MARKETS-FLYING J #896,I-93 EXIT 11 & SR 3A,Bow,NH,4.099
RIVER HEIGHTS GROCERY,US-64/SR-69/SR-15,Crump                                   ,TN,3.099
LOVES TRAVEL STOP #277,"I-30, EXIT 46",Prescott,AR,3.47566666
JIMMIES AUTO TRUCK PLAZA,"I-10, EXIT 262",Lee,FL,3.84733333
PILOT TRAVEL CENTERS #261,"I-55, EXIT 186",Winona,MS,3.499
FLYING J TRAVEL PLAZA #634,"I-20/SR-402, EXIT 19 & SR-113",Temple,GA,3.419
MILLER MART #40,"I-64, EXIT 255B",Newport News,VA,3.30566666
DEWITT TRAVEL MART,"US-30, EXIT 313",De Witt,IA,3.599
WIXOM FUEL STOP,"I-96, EXIT 159",Wixom,MI,3.999
FLYING J TRAVEL PLAZA #742,"I-80, EXIT 98/99",Tooele                                  ,UT,3.759
QUICK FUEL #2501,"I-264, EXIT 14",Louisville,KY,3.08233333
QUICK FUEL #2303,"I-71, EXIT 104/FRANK RD EXIT",Columbus,OH,3.56566666
QUICK FUEL #2301,"I-275, EXIT 44",Cincinnati,OH,3.239
QUICK FUEL #1003,"I-41/US-45, EXIT 45 & CR-EE",Milwaukee,WI,3.42566666
FLYING J TRAVEL PLAZA #772,"I-215, EXIT 28",North Salt Lake                         ,UT,3.73233333
EXPRESS LANE #34,"I-39, EXIT 115",Rockford,IL,3.549
EXPRESS LANE #34,"I-39, EXIT 115",Rockford,IL,3.749
ROAD RANGER #210,"I-39/US-51, EXIT 99 & SR-38",Rochelle,IL,3.699
FLYING J TRAVEL PLAZA #611,"I-10, EXIT 137",Phoenix,AZ,3.589
ROAD RUNNER TRAVEL CENTER,I-69E/US-77 & CR-892,Robstown,TX,3.349
LOVES TRAVEL STOP #240,"I-10, EXIT 151 & SR-415",Port Allen,LA,3.23233333
LOVES TRAVEL STOP #244,"I-40, EXIT 87 & US-70/US-412",Jackson,TN,3.49733333
TA CARTERSVILLE TRAVEL CENTER,"I-75, EXIT 296",Cartersville,GA,3.599
FLYING J TRAVEL PLAZA #706,"I-44 & I-244, EXIT 236",Tulsa,OK,3.36566666
LOVES TRAVEL STOP #403,"I-81, EXIT 3",Binghamton,NY,3.719
LOVES TRAVEL STOP #403,"I-81, EXIT 3",Binghamton,NY,3.749
LOVES TRAVEL STOP #403,"I-81, EXIT 3",Binghamton,NY,3.689
LOVES TRAVEL STOP #403,"I-81, EXIT 3",Binghamton,NY,3.679
PILOT TRAVEL CENTERS #43,"I-80, EXIT 284",Walcott,IA,3.88566666
PILOT TRAVEL CENTER #43,"I-80, EXIT 284",Walcott,IA,3.859
PILOT TRAVEL CENTERS #147,"I-80, EXIT 410",West Wendover                           ,NV,3.709
PILOT TRAVEL CENTERS #309,"I-77, EXIT 25",Caldwell,OH,3.65233333
LOVES TRAVEL STOP #243,"I-10, EXIT 43 & SR-383",Iowa,LA,3.58733333
LOVES TRAVEL STOP #265,"I-10, EXIT 200",Eloy,AZ,3.434
CIRCLE K #2723472,US-70 & SR-58,Kinston,NC,3.319
PLATEAU TRUCK AND AUTO CENTER,"I-10, EXIT 159",Van Horn                                ,TX,3.099
I 10 DUSON TRUCK STOP,"I-10, AUSTRIA ROAD",Duson,LA,3.41066666
U STOP 33,US-77,Beatrice,NE,3.399
CIRCLE K #2723478,US-29,Blairs,VA,3.439
SHELL,"I-295, EXIT 15",Chester,VA,3.20233333
PILOT TRAVEL CENTERS #370,"I-81, EXIT 175",Pittston,PA,4.17566666
PILOT TRAVEL CENTERS #439,"I-24, EXIT 86",Oak Grove,KY,3.15233333
PILOT TRAVEL CENTER #447,"I-64, EXIT 25",Haubstadt,IN,3.959
PILOT TRAVEL CENTERS #447,"I-64, EXIT 25",Haubstadt,IN,3.959
PILOT TRAVEL CENTERS #453,"I-85, EXIT 90",Gaffney,SC,3.429
PILOT TRAVEL CENTERS #440,"I-71, EXIT 28",Pendleton,KY,3.759
PETRO STOPPING CENTER #328,"I-20 & I-55, EXIT 45",Jackson,MS,3.109
MR FUEL #732,"I-80, EXIT 226",Girard,OH,3.239
PILOT TRAVEL CENTER #4558,"I-75, EXIT 318",Calhoun,GA,3.28566666
PILOT #4558,"I-75, EXIT 318",Calhoun,GA,3.30566666
U SAVE TRAVEL PLAZA,US-19 & SR-129,Mount Nebo,WV,3.599
PILOT TRAVEL CENTERS #196,"I-40, EXIT 325 & US-64",Roland,OK,3.739
PILOT TRAVEL CENTERS #144,"I-20, EXIT 200",Augusta,GA,3.859
PILOT TRAVEL CENTER #144,"I-20, EXIT 200",Augusta,GA,3.859
BUFFALO RANCH,US/69/US-60 & US-59,Afton,OK,3.099
CASH MAGIC CITGO HOUMA,I-57,Houma,LA,3.56566666
7Fleet #46589,"I-94/US-52, EXIT 205 & SR-241",Saint Michael,MN,3.309
MINIT MART #600643,"I-57, EXIT 322",Manteno,IL,3.299
MINIT MART #600643,"I-57, EXIT 322",Manteno,IL,3.399
MINIT MART #600643,"I-57, EXIT 322",Manteno,IL,3.249
Flying J Travel Plaza #644,"I-80, EXIT 77 & SR-351",La Salle,IL,3.599
Flying J Travel Plaza #644,"I-80, EXIT 77 & SR-351",La Salle,IL,3.399
Flying J Travel Plaza #644,"I-80, EXIT 77 & SR-351",La Salle,IL,3.459
Flying J Travel Plaza #644,"I-80, EXIT 77 & SR-351",La Salle,IL,3.299
LOVES TRAVEL STOP #288,"I-45, EXIT 198 & US-84",Fairfield,TX,3.429
PILOT TRAVEL CENTERS #26,"US-23, EXIT 5 & US-223",Ottawa Lake,MI,3.599
PILOT TRAVEL CENTERS #26,"US-23, EXIT 5 & US-223",Ottawa Lake,MI,3.659
PILOT TRAVEL CENTERS #26,"US-23, EXIT 5 & US-223",Ottawa Lake,MI,3.579
PILOT TRAVEL CENTERS #26,"US-23, EXIT 5 & US-223",Ottawa Lake,MI,3.649
HOP-IN FOOD STORES,I-27 & FM-1729,New Deal,TX,2.92566666
PILOT TRAVEL CENTERS #443,"I-70, EXIT 49",Higginsville,MO,3.23566666
FLYING J TRAVEL PLAZA #694,"I-90, EXIT 223",Austinburg,OH,3.859
FLYING J FUEL STOP #572,"I-35, EXIT 144",Williams                                ,IA,3.699
FLYING J TRAVEL PLAZA #572,"I-35, EXIT 144",Williams                                ,IA,3.699
QUIKTRIP #179,ST 152,Liberty,MO,2.999
PILOT TRAVEL CENTERS #150,"I-70, EXIT 24 &SR-63",Hagerstown,MD,3.959
FLYING J #646,"I-90/39, EXIT 1 & US-51 & SR-75",South Beloit,IL,3.799
FLYING J TRAVEL PLAZA #646,"I-90/39, EXIT 1 & US-51 & SR-75",South Beloit,IL,3.799
KWIK TRIP #334,US-169/SR-60,Mankato,MN,3.549
KWIK TRIP #403,"I-35, EXIT 45",Owatonna,MN,3.499
KWIK TRIP #662,SR-55/SR-149,Saint Paul,MN,3.629
Pilot Travel Centers #8,US-23 & PITTSBURG RD,Circleville,OH,3.799
FUEL EXPRESSO #11,"I-35, EXIT 155",Lebo,KS,3.17233333
LOVES TRAVEL STOP #402,"I-10, EXIT 44",Biloxi,MS,3.449
PILOT TRAVEL CENTER #448,"I-65, EXIT 240",Hebron,IN,3.599
PILOT TRAVEL CENTERS #448,"I-65, EXIT 240",Hebron,IN,3.354
PILOT TRAVEL CENTERS #412,"I-81, EXIT 4",White Pine,TN,3.699
PILOT TRAVEL CENTERS #432,"I-35, EXIT 328",Waco,TX,3.22066666
PILOT TRAVEL CENTER #424,"I-75, EXIT 358",Ocala,FL,3.41233333
PILOT TRAVEL CENTERS #424,"I-75, EXIT 358",Ocala,FL,3.359
HUTCH'S #113,US-183 & US-270/SR-15,Woodward,OK,2.999
PILOT TRAVEL CENTERS #157,"I-30, EXIT 122",Sulphur Springs,TX,3.309
LOVES COUNTRY STORE #022,US-412,Clayton,NM,3.414
PETRO STOPPING CENTER #329,"I-40/I-85, EXIT 157",Mebane,NC,3.999
PETRO GLADE SPRING #372,"I-81, EXIT 29",Glade Spring,VA,3.58733333
LOVES TRAVEL STOP #204,US-69 BUS & US-69,Eufaula,OK,3.689
PILOT TRAVEL CENTER #255,"I-95, EXIT 40",Milford,CT,4.299
PILOT TRAVEL CENTERS #255,"I-95, EXIT 40",Milford,CT,4.299
PILOT #1126,"I-435, EXIT 55 & SR-210",Kansas City,MO,3.38233333
CARTERS TRAVEL CENTER,"I-40, EXIT 201N",Flagstaff                               ,AZ,3.689
KOUNTRY XPRESS,"I-40, EXIT 20",Mulberry                                ,AR,3.27233333
TEX-BEST #519,US-281 & US-281 BUS & CR-1930,Alice,TX,2.899
PETRO STOPPING CENTER #330,"I-65, EXIT 86",Glendale,KY,3.599
