Truckstop Name,Address,City,State,Retail Price
LOVES TRAVEL STOP #745,I-94,Saint Clair,MI,3.949
KWIK TRIP #1038,US-12,Prairie Du Sac,WI,3.484
SPEEDWAY #3961,"I-55, EXIT 109",Williamsville,IL,3.299
SPEEDWAY #6721,SR 51,Mc Kees Rocks,PA,3.899
KWIK TRIP #593,"I-94, EXIT 41 & SR-25",Menomonie,WI,3.574
SPEEDWAY #3715,US-30,Crest Hill,IL,3.299
SPEEDWAY #3715,US-30,Crest Hill,IL,3.359
COMMON CENTS #125,"I-90/US-14, EXIT 61",Rapid City,SD,3.20733333
Exxon/One9 #1338,I-35 & CR-372,Jarrell,TX,2.88566666
LOVES TRAVEL STOP #753,I-90 EXIT 96 & SR-474,Missoula,MT,3.674
LOVES TRAVEL STOP #773,"SR-14 & I-59/20, EXIT 40",Eutaw,AL,3.13733333
Kwik Star #1039,I-80 EXIT 301,Bettendorf,IA,3.649
LOVES TRAVEL STOP #783,US-60 & US-63,Willow Springs,MO,3.419
PILOT TRAVEL CENTER #1209,"I-20, EXIT 136 & SR-349",Midland,TX,3.56566666
PILOT TRAVEL CENTER #1211,US-385 & CR-1910,Andrews,TX,3.639
MAVERIK COUNTRY STORE #610,I-80,Winnemucca,NV,3.389
MAVERIK COUNTRY STORE #623,US-89,Gunnison,UT,3.419
SPEEDWAY #7217,I-70 EXIT 49,Smithton,PA,3.91566666
CIRCLE K #2722291,US-1 & SR-206,Saint Augustine,FL,3.379
SPEEDWAY #6465,"I-77, EXIT 101",Canton,OH,3.60733333
LOVES TRAVEL STOP #751,"I-20, EXIT 87",Elgin,SC,3.42566666
LOVES TRAVEL STOP #735,I-75/SR-401,Calhoun,GA,3.279
SPEEDWAY #6509,"I-74, EXIT 206",Oakwood,IL,3.199
SPEEDWAY #6509,"I-74, EXIT 206",Oakwood,IL,3.349
SPEEDWAY #6509,"I-74, EXIT 206",Oakwood,IL,3.299
SPEEDWAY #7208,I-85 EXIT 137,Jefferson,GA,3.119
SPEEDWAY #9394,SR-4 & US-25,Lexington,KY,3.129
SPEEDWAY #7175,US-78 & SR-175,Memphis,TN,3.199
Jet Food Store,US-278,Warrenton,GA,3.41566666
KWIK STAR #1027,US-65,Mason City,IA,3.264
24/7 TRAVEL STORE,I-70 EXIT 275,Abilene,KS,2.994
ROAD RANGER #277,"I-30, EXIT 201 & SR-8",New Boston,TX,3.08066666
KWIK STAR #940,US-69 & SR-9,Forest City,IA,3.449
SPEEDWAY #1042,"I-55 & SR-50, EXIT 286",Cicero,IL,3.599
SPEEDWAY #1042,"I-55 & SR-50, EXIT 286",Cicero,IL,3.569
SPEEDWAY #7179,"I-65 & SR-101, EXIT 38",Smiths Grove,KY,3.06566666
SPEEDWAY #8544,"I-55 & US-6, EXIT 24B",Channahon,IL,3.249
SPEEDWAY #8544,"I-55 & US-6, EXIT 24B",Channahon,IL,3.299
KWIK TRIP #1017,US-10/SR-47,Anoka,MN,3.624
JP TRAVEL PLAZA,"I-75, EXIT 205 & SR-16",Jackson,GA,3.159
Shell,US-6 & SR-3,Kendallville,IN,3.499
SHREES TRUCK STOP #2,I-90 EXIT 101,Thorp,WA,3.839
SHREES TRUCK STOP #2,I-90 EXIT 101,Thorp,WA,3.809
SHREES TRUCK STOP #2,I-90 EXIT 101,Thorp,WA,3.859
THORNTONS #0334,I-57 EXIT 350 & SR-83,Posen,IL,3.399
QUIKTRIP #224,"I-435, EXIT 57",Kansas City,MO,3.099
LOVES TRAVEL STOP #744,"I-270 N, EXIT 49",Lockbourne,OH,3.45566666
KWIK TRIP #1049,US-212 & CR-68,Glencoe,MN,3.524
LOVES TRAVEL STOP #779,I-30 EXIT 97,Malvern,AR,3.499
FRIENDLY GUS STORE #24,I-16 EXIT 53 & SR-19,Dublin,GA,3.399
SPEEDWAY #6781,US-422,Douglassville,PA,3.799
SPEEDWAY #1127,"I-55, EXIT 267 & SR-53",Bolingbrook,IL,3.589
SPEEDWAY #1127,"I-55, EXIT 267 & SR-53",Bolingbrook,IL,3.299
KWIK STAR #929,I-74 EXIT 2,Bettendorf,IA,3.599
BROWNVILLE IRVING,SR-11,Brownville,ME,3.93233333
GOLDEN GATE PETROLEUM,"I-70, EXIT 97",Silt,CO,3.459
PILOT #1195,"I-90, EXIT 106",Ellensburg,WA,3.959
PILOT #1195,"I-90, EXIT 106",Ellensburg,WA,3.859
PILOT #1195,"I-90, EXIT 106",Ellensburg,WA,3.839
PILOT #1195,"I-90, EXIT 106",Ellensburg,WA,3.899
KWIK TRIP #930,"I-35, EXIT 147 & SR-95",North Branch,MN,3.40233333
SPEEDWAY #3632,"I-76, EXIT 33 & SR-43",Kent,OH,3.53233333
CIRCLE K #4706705,SR-394,Crete,IL,3.499
CORNER MARKET #101,US-83 & SR-96,Scott City,KS,3.359
CIRCLE K #4705706,US-224 & SR-99,Willard,OH,3.599
CIRCLE K #2704111,I-2/US-83 & CR-493,Donna,TX,3.009
LOVES TRAVEL STOP #769,"I-70, EXIT 358A & US-75",Topeka,KS,3.284
LOVES TRAVEL STOP #794,SR-3/SR-33,Watonga,OK,3.37566666
LOVES TRAVEL STOP #706,"I-81/I-64, EXIT 213 ",Staunton,VA,3.649
LOVES TRAVEL STOP #776,"I-20, EXIT 15",Vicksburg,MS,3.549
LOVES TRAVEL STOP #774,US-431/CR-248,Smiths Station,AL,3.194
KWIK TRIP #1031,I-494 EXIT 20,Delano,MN,3.524
QUIKTRIP #4048,"I-410, EXIT164B",San Antonio,TX,2.96566666
KWIK TRIP #1051,I-43 & CR-N,Green Bay,WI,3.44066666
PILOT #1227,I-20 EXIT 66,Pyote,TX,3.46566666
BARRINGTON APPLEGREEN,SR-125 & SR-9,Barrington,NH,3.899
KWIK TRIP #931,SR-95,North Branch,MN,3.42733333
MAVERIK COUNTRY STORE #581,"I-15 N, EXIT 334 & SR-193",Clearfield,UT,3.33566666
WALBURG TRAVEL CENTER,"I-35, EXIT 266",Georgetown,TX,2.83233333
ROADYS MACH 1 #14,I-57 EXIT 94,Mount Vernon,IL,3.099
ROADYS MACH 1 #14,I-57 EXIT 94,Mount Vernon,IL,3.199
ROADYS MACH 1 #14,I-57 EXIT 94,Mount Vernon,IL,3.299
MACH 1 #24,I-74 EXIT 215A & SR-1,Tilton,IL,3.199
MACH 1 #24,I-74 EXIT 215A & SR-1,Tilton,IL,3.299
PILOT #1269,I-10 EXIT 378,San Simon,AZ,3.309
PILOT DEALER #1269,I-10 EXIT 378,San Simon,AZ,3.334
GOLDEN GATE PETROLEUM,US-6,Grand Junction,CO,3.499
LOVES TRAVEL STOP #757,"US-23, EXIT 25",Milan,MI,3.579
LOVES TRAVEL STOP #757,"US-23, EXIT 25",Milan,MI,3.649
LOVES TRAVEL STOP #757,"US-23, EXIT 25",Milan,MI,3.489
LOVES TRAVEL STOP #757,"US-23, EXIT 25",Milan,MI,3.569
INTERFUEL,I-96 EXIT 167,Springfield,VA,3.899
CASEYS #3708,SR-235,New Carlisle,OH,3.259
CASEYS #3852,"I-35, EXIT 33 & US-34",Creston,IA,3.349
CASEYS #3238,US-52 EXIT 64 & CR-12,Oronoco,MN,3.51566666
GETGO #3202,I-79 EXIT 183A,Erie,PA,3.899
LENNYS GAS N WASH BOURBONNAIS,US-45/US-52,Bourbonnais,IL,3.399
LENNYS GAS N WASH BOURBONNAIS,US-45/US-52,Bourbonnais,IL,3.299
POCO LOCO MARKET,I-35 EXIT 219,Buda,TX,2.89233333
Thorntons #322,"I-55, EXIT 288",Chicago,IL,3.599
EZ TRIP #1226,"I-84, EXIT 104 & US-97",Wasco,OR,3.239
LOVES TRAVEL STOP #784,US-30 & CR-9,Schuyler,NE,3.28233333
TA EXPRESS BIGGS,"I-84, EXIT 104 & US-97",Wasco,OR,3.199
MAVERIK COUNTRY STORE #625,"I-215, EXIT 27 & CR-68",North Salt Lake,UT,3.44233333
PAC PRIDE,SR-202,Mesa,AZ,4.024
ALLTOWN FRESH #769,SR-111,Ayer,MA,3.649
PAC PRIDE,"I-10, EXIT 138",Phoenix,AZ,4.0365
PAC PRIDE,US-60,Glendale,AZ,4.024
PAC PRIDE,"I-10, EXIT 151",Phoenix,AZ,4.024
PAC PRIDE,"I-17, EXIT 215B",Phoenix,AZ,4.024
PETRO STOP,US-60,Mesa,AZ,4.01566666
LOVES TRAVEL STOP #758,"I-255/US-50, EXIT 15",East Saint Louis,IL,3.589
LOVES TRAVEL STOP #758,"I-255/US-50, EXIT 15",East Saint Louis,IL,3.489
LOVES TRAVEL STOP #758,"I-255/US-50, EXIT 15",East Saint Louis,IL,3.379
LOVES TRAVEL STOP #758,"I-255/US-50, EXIT 15",East Saint Louis,IL,3.689
HOLIDAY STATIONSTORE #2746471,US-12,Hudson,WI,3.539
RUTTERS #87,"I-99, EXIT 78B & SR-150",Bellefonte,PA,4.01566666
QUIKTRIP #4049,"I-10/US-90, EXIT 583",San Antonio,TX,2.96566666
RUTLAND ROUTE 7 IRVING,US-4 & US-7,Rutland,VT,3.699
MAPCO #3507,US-76 & SR-71,Dalton,GA,3.119
ALLSUPS CONVENIENCE STORE #2132,US-54 & US-380,Carrizozo,NM,3.28233333
DK #11822,I-20 EXIT 131,Midland,TX,2.85733333
ALLSUPS CONVENIENCE STORE #2038,US-54,Logan,NM,3.199
QUIK STOP,US-79,Paris,TN,2.959
PATRIOT FUELING CENTER,US-231/SR-9,Wetumpka,AL,3.199
KUM & GO #0702,"I-44, EXIT 6 & SR-86",Joplin,MO,3.009
CASEYS #3464,SR-48 & CR-10,Morrisonville,IL,3.759
CASEYS #3464,SR-48 & CR-10,Morrisonville,IL,3.999
CASEYS #3464,SR-48 & CR-10,Morrisonville,IL,3.959
BIG APPLE TRAVEL CENTER,I-44/US-71,Joplin,MO,3.21233333
TA Express West Point #283,"I-85/SR-403, EXIT 2 & SR-18",West Point,GA,3.66566666
LOVES TRAVEL STOP #785,"I-96, EXIT 90",Grand Ledge,MI,3.949
VP Racing Fuels,SR-19,Center,MO,3.16566666
LOVES TRAVEL STOP #799,US-72 & SR-15,Walnut,MS,3.559
LOVES TRAVEL STOP #762,FM-1472,Laredo,TX,3.25566666
PILOT TRAVEL CENTER #1281,US-89,Page,AZ,3.999
PILOT DEALER #1281,US-89,Page,AZ,3.999
Certified Oil #400491,I-270 EXIT 52,Columbus,OH,3.20233333
ROAD RANGER #278,"I-40, EXIT 216 & US-49",Brinkley,AR,3.199
FAST LANE #31,"I-70, EXIT 183",Jonesburg,MO,3.299
SPEEDWAY #4453,SR-23,Sauk Rapids,MN,3.189
SPEEDWAY #9935,I-90 EXIT 35 & SR-298,Syracuse,NY,4.099
SPEEDWAY #9932,I-99 EXIT 8 & SR-417,Painted Post,NY,4.099
LOVES TRAVEL STOP #790,"I-95, EXIT108",Summerton,SC,3.509
LOVES TRAVEL STOP #782,"I-24 & US-41, EXIT 86",Oak Grove,KY,3.14233333
CASEYS #1195,US-36,Belleville,KS,3.339
CASEYS #2998,US-75 & SR-23,Pipestone,MN,3.449
CASEYS #3245,US-81,Freeman,SD,3.299
CASEYS #3785,US-14,Fort Pierre,SD,3.399
CASEYS #3855,US-81,Yankton,SD,3.139
PILOT TRAVEL CENTERS #1181,IL-38 E,Rochelle,IL,3.759
PILOT #1181,IL-38 E,Rochelle,IL,3.759
MAVERIK COUNTRY STORE #627,I-15 EXIT 303,Salt Lake City,UT,3.44233333
CASEYS #1607,US-63,Macon,MO,3.29066666
CASEYS #1778,SR-267/SR-111,Brighton,IL,3.279
CASEYS #1778,SR-267/SR-111,Brighton,IL,3.299
CASEYS #1778,SR-267/SR-111,Brighton,IL,3.239
CASEYS #1778,SR-267/SR-111,Brighton,IL,3.279
CASEYS #1778,SR-267/SR-111,Brighton,IL,3.239
CASEYS #1941,"I-35, EXIT 90 & SR-160",Ankeny,IA,3.139
CASEYS #2272,I-80/US-6 EXIT 155 & SR-117,Colfax,IA,3.099
QUIKTRIP #7061,I-49 EXIT 39A,Joplin,MO,3.02233333
CASEYS #2602,US-36/SR-5 & SR-11,Brookfield,MO,3.249
JACK FLASH,"I-70, EXIT 82 & SR 128",Altamont,IL,3.099
JACK FLASH,"I-70, EXIT 82 & SR 128",Altamont,IL,3.199
CASEYS #3590,US-27,Geneva,IN,3.594
CASEYS #3653,SR-14,Greene,IA,3.599
CASEYS #3659,US-10 & SR-115,Randall,MN,3.48566666
CASEYS #3686,I-80 EXIT 81,Utica,IL,2.969
CASEYS #3686,I-80 EXIT 81,Utica,IL,2.999
CASEYS #3686,I-80 EXIT 81,Utica,IL,3.159
CASEYS #3752,",",Mountain Lake,MN,3.40233333
CASEYS #3085,US-34 & SR-14,Aurora,NE,3.099
CASEYS #3702,US-377/SR-99 & SR-9,Seminole,OK,3.02566666
CASEYS #3717,US-218,Vinton,IA,3.199
CASEYS #3719,US-160,Ulysses,KS,3.409
CASEYS #3787,"I-35, EXIT 222",Blackwell,OK,2.999
CASEYS #3795,"I-43, EXIT 96",Saukville,WI,3.289
CASEYS #3755,SR-7/SR-27,Russellville,AR,3.419
CASEYS #3798,"I-44, EXIT 211",Drumright,OK,3.119
CASEYS #3758,US-77,Douglass,KS,3.264
CASEYS #3809,US-56 & SR-51,Hugoton,KS,3.39233333
CASEYS #3780,US-40,Tonganoxie,KS,3.159
CASEYS #3811,US-69,McAlester,OK,3.22566666
CASEYS #3832,"I-35, EXIT 40A & US-14",Janesville,MN,3.58233333
CASEYS #2730,US-34 & SR-15,Seward,NE,3.369
CASEYS #3841,"US-61, EXIT 5",Kieler,WI,3.489
CASEYS #3854,"US-20, EXIT 275 & SR-13",Manchester,IA,3.54566666
CASEYS #3856,"I-51, EXIT 48 & SR-251",Tonica,IL,3.199
CASEYS #3856,"I-51, EXIT 48 & SR-251",Tonica,IL,3.099
CASEYS #3856,"I-51, EXIT 48 & SR-251",Tonica,IL,3.069
CEFCO #103,SR-36,Temple,TX,2.96566666
CASEYS #3493,SR-72,Shannon,IL,3.699
CASEYS #3497,SR-29,South Pekin,IL,3.699
CASEYS #3497,SR-29,South Pekin,IL,3.619
CASEYS #3497,SR-29,South Pekin,IL,3.679
CASEYS #3527,US-169 & US-60,Nowata,OK,3.18233333
CASEYS #3528,SR-92,Washington,IA,3.271
CASEYS #3545,US-14/CR-27,Sleepy Eye,MN,3.33233333
CASEYS #3554,"I-70, EXIT 52",Mulberry Grove,IL,3.489
CASEYS #3575,US-36,Seneca,KS,3.159
CASEYS #3079,"US-20, EXIT 71 & US-71",Early,IA,3.299
CASEYS #3576,US-56,Overbrook,KS,3.19566666
CASEYS #3579,US-36,Smith Center,KS,3.179
CASEYS #3588,"I-75 N, EXIT 69",Tipp City,OH,3.099
CASEYS #3204,"I-80, EXIT 29 & I-880, EXIT 29A",Minden,IA,3.159
CASEYS #3306,SR-15 & CR-47/CR-136,Saint Cloud,MN,3.249
CASEYS #3465,"I-80, EXIT 285 & US-30",Gibbon,NE,3.049
ENMARKET #820,"I-95/SR-405, EXIT 109 & SR-21",Port Wentworth,GA,3.09066666
CIRCLE K #2723046,"I-95, EXIT 41 & SR-59/CR2252",Hope Mills,NC,2.909
CIRCLE K #2705347,"I-77, EXIT 5 & SR-48",Columbia,SC,3.204
CIRCLE K #2741502,"I-37, EXIT 9",Corpus Christi,TX,3.06066666
LOVES TRAVEL STOP #778,"I-16, EXIT 143 & US-280",Ellabell,GA,3.29566666
SPEEDWAY #1031,"I-480 & I-271, EXIT 26",Bedford,OH,3.649
7FLEET #46080,"I-41 & US-41, EXIT 133",Neenah,WI,3.449
LOVES TRAVEL STOP #788,"I-70, EXIT 175",New Florence,MO,3.12233333
LOVES TRAVEL STOP #791,"I-40, EXIT 126",Holladay,TN,3.12233333
ANEW TRAVEL CENTER,US-6/34 & CR-410,Cambridge,NE,3.364
LOVES TRAVEL STOPS #119,"I-70, EXIT 160",Green River,UT,3.299
LOVES TRAVEL STOP #119,"I-70, EXIT 160",Green River,UT,3.391
CASEYS #3747,SR-103 & CR-96,Carey,OH,3.17566666
QUICK FUEL #3177,"I-35W, EXIT 56",Fort Worth,TX,3.03233333
QUICK FUEL #3176,"I-35E, EXIT 442",Carrollton,TX,3.01566666
QUICK FUEL #1926,"I-90, EXIT 171B & US-14",Janesville,WI,3.399
FLYERS #768,"I-80, EXIT 19 & SR-659",Sparks,NV,4.05233333
FLYERS #766,SR-648,Sparks,NV,4.059
FLYERS #764,SR-667,Reno,NV,4.05233333
FLYERS #759,"I-80, EXIT 19",Sparks,NV,4.05066666
FLYERS #761,"I-580, EXIT 5",Carson City,NV,3.699
SPEEDWAY #1012,"I-65, EXIT 158 & CR-6",Hope Hull,AL,3.05233333
FLYERS #732,I-580 & US-50,Carson City,NV,3.699
FLYERS #726,"I-80, EXIT 303",Elko,NV,3.629
FLYERS #747,"I-580/US-395, EXIT 29 & SR-659",Reno,NV,4.054
ESSENTIAL FUELS,US-26,Scottsbluff,NE,3.599
ALLTOWN MARKETS #835,"I-95, EXIT 62",Madison,CT,4.239
TA LAKE CITY #288,"I-75, EXIT 414",Lake City,FL,3.299
CIRCLE T,SR-6 & SR-515,Navasota,TX,3.43233333
FUEL MAXX #57,SR-105 & SR-146,Liberty,TX,3.13233333
JIFFY MART,SR-123/SR-12,Walpole,NH,3.68566666
LOVES TRAVEL STOP #770,"US-41, EXIT 1A",Wadsworth,IL,3.819
LOVES TRAVEL STOP #770,"US-41, EXIT 1A",Wadsworth,IL,3.759
MAVERIK COUNTRY STORE #630,I-15 EXIT 13,Malad City,ID,3.394
MAVERIK COUNTRY STORE #611,I-40 EXIT 154,Albuquerque,NM,3.194
RUTTERS #81,SR-61 & SR-73,Leesport,PA,3.89733333
RUTTERS #79,"I-99/US-220, EXIT 28 US-22/SR-764",Duncansville,PA,4.099
RUTTERS #77,US-11/US-15 & US-22,Duncannon,PA,4.294
RUTTERS #41,US-422,Lebanon,PA,3.799
RUTTERS #75,SR-194 & SR-550,Walkersville,MD,3.93233333
KWIK TRIP #1061,CR-CE & CR-HH,Combined Locks,WI,3.549
LOVES TRAVEL STOP #781,"I-20, EXIT 113 & SR-83",Madison,GA,3.849
HUTCHS #125,US-283,Altus,OK,2.999
TRUCK WORLD,I-90 EXIT 241 & SR-7,Conneaut,OH,3.359
PILOT #1299,US-287 & SR-148,Henrietta,TX,3.12566666
QUARLES #4908,I-64 EXIT 297,Chesapeake,VA,3.52566666
QUARLES #4001,I-95 EXIT 133,Fredericksburg,VA,3.759
QUARLES #4002,"I-95 EXIT 130A, SR-2",Fredericksburg,VA,3.759
QUARLES #4009,US-301,Waldorf,MD,3.759
QUARLES #4011/SHELL,I-95 EXIT 118,Woodford,VA,2.899
QUARLES #4200,US-522,Front Royal,VA,3.699
QUARLES #4302,SR-801 & SR-42,Broadway,VA,3.459
QUARLES #4303,"I-81 EXIT 243, US-11",Harrisonburg,VA,2.899
QUARLES #4304,"I-64 EXIT 96, SR-624",Waynesboro,VA,3.799
QUARLES #4306,I-81 EXIT 150A,Roanoke,VA,3.559
QUARLES #4307,"I-81 EXIT 137, US-11/460",Salem,VA,3.559
QUARLES #4309,US-460/29,Lynchburg,VA,3.774
QUARLES #4310,US-11,Roanoke,VA,3.559
QUARLES #4400,I-95 EXIT 166A,Lorton,VA,4.059
QUARLES #4401,US-29,Fairfax,VA,4.059
QUARLES #4403,"I-95 EXIT 29A, US-1",Beltsville,MD,3.899
QUARLES #4404,I-95 EXIT 43A,Elkridge,MD,3.499
QUARLES #4407,I-495 EXIT 11A,Upper Marlboro,MD,3.899
QUARLES #4408,SR-201,Bladensburg,MD,3.699
QUARLES #4409,I-95 EXIT 50B,Baltimore,MD,3.499
QUARLES #4411,"I-695 EXIT 1, SR-173",Curtis Bay,MD,3.499
QUARLES #4412,I-270 EXIT 8,Rockville,MD,3.759
QUARLES #4413,I-495 EXIT 15A,Capitol Heights,MD,3.899
QUARLES #4414,I-95 EXIT 60,Baltimore,MD,3.449
TA Express White Hills,US-93,Willow Beach,AZ,3.779
QUARLES #4416,US-13,Salisbury,MD,3.659
QUARLES #4417,I-895 EXIT 8B,Curtis Bay,MD,3.499
QUARLES #4422,US-13,New Castle,DE,3.699
QUARLES #4423,SR-100 EXIT 11,Glen Burnie,MD,3.699
QUARLES #4424,SR-5,Clinton,MD,3.899
QUARLES #4425,US-50 EXIT 5,Hyattsville,MD,3.899
QUARLES #4426,SR-124,Gaithersburg,MD,3.759
QUARLES #4427,I-276 EXIT 351,Levittown,PA,3.84566666
QUARLES #4430,US-13,Sharon Hill,PA,3.869
QUARLES #4431,US-22,Allentown,PA,3.989
QUARLES #4434,SR-617,Springfield,VA,4.059
QUARLES #4435,"I-95 EXIT 41, US-1",Jessup,MD,3.499
QUARLES #4503,US-11,Martinsburg,WV,3.959
QUARLES #4504,I-81 EXIT 313A,Winchester,VA,3.799
QUARLES #4505,SR-65,Hagerstown,MD,3.899
QUARLES #4507,US-11,Winchester,VA,3.799
QUARLES #4509,I-270 EXIT 31B,Frederick,MD,3.599
QUARLES #4511,I-70 EXIT 55,Frederick,MD,3.599
QUARLES #4603,US-29/211,Warrenton,VA,3.799
QUARLES #4605,SR-606,Sterling,VA,3.659
QUARLES #4606,SR-234,Manassas,VA,3.859
QUARLES #4607,SR-28,Manassas,VA,3.859
QUARLES #4934,US-60,Sandston,VA,3.259
QUARLES #4608,SR-657,Chantilly,VA,3.659
QUARLES #4700,US-15BUS/29BUS,Culpeper,VA,3.799
QUARLES #4701,US-15 BUS & US-522,Culpeper,VA,3.799
QUARLES #4944,US-17,Bealeton,VA,3.759
QUARLES #4703,US-29 & SR-616,Ruckersville,VA,3.699
QUARLES #4946,"I-95, EXIT 130A, SR-3",Fredericksburg,VA,3.759
QUARLES #4804,I-40 EXIT 211,Greensboro,NC,3.649
QUARLES #4805,US-1 EXIT 95,Apex,NC,3.999
QUARLES #4807,I-40 EXIT 203,Kernersville,NC,3.199
QUARLES #4947,SR-7,Leesburg,VA,3.659
QUARLES #4810,I-540 EXIT 4A,Raleigh,NC,3.709
QUARLES #4948,"I-95, EXIT 126, US-1",Fredericksburg,VA,3.759
QUARLES #4811,SR-50/US-70,Garner,NC,3.599
QUARLES #4949,"I-95, EXIT 136, US-1",Fredericksburg,VA,3.759
QUARLES #4813,SR-133,Wilmington,NC,3.779
QUARLES #4950,"I-95, EXIT 126A, US-1",Fredericksburg,VA,3.759
QUARLES #4951,SR-3,Fredericksburg,VA,3.759
QUARLES #4814,US-117,Wilmington,NC,3.799
QUARLES #4962,"I-81, EXIT 222, US-250",Staunton,VA,2.899
QUARLES #4815,"I-140, EXIT 14",Wilmington,NC,3.799
QUARLES #4965,"I-295, EXIT 37A, US-360",Warsaw,VA,3.759
QUARLES #4817,"US-70, EXIT 333",Selma,NC,3.799
SEALSTON DELI,"I-95, EXIT 130A, SR-3",King George,VA,3.499
QUARLES #4822,US-401,Raleigh,NC,3.709
QUARLES #4927,SR-10 & SR-145,Chesterfield,VA,3.699
QUARLES #4823,I-95,Fayetteville,NC,3.799
QUARLES #4928,"I-95, EXIT 86A & SR-656",Ashland,VA,3.674
QUARLES #4824,I-40 EXIT 210,Greensboro,NC,3.699
QUARLES #4931,US-60 & SR-603,Powhatan,VA,3.699
QUARLES #4932,"I-64, EXIT 173 & SR-623",Rockville,VA,3.699
QUARLES #4826,US HWY 29/70,High Point,NC,3.66566666
QUARLES #4933,US-60,Richmond,VA,3.699
QUARLES #4935,"I-95, EXIT 64 & SR-613",Richmond,VA,3.699
QUARLES #4827,I-40 EXIT 203,Kernersville,NC,3.199
QUARLES #4828,I-440 EXIT 13B,Raleigh,NC,3.709
QUARLES #4829,I-40 EXIT 298A,Raleigh,NC,3.599
QUARLES #4830,I-540 EXIT 3,Raleigh,NC,3.719
QUARLES #4938,"I-64, EXIT 159 & SR-522",Gum Spring,VA,3.699
EXXON/QUARLES #4942,"I-64/33, EXIT 205 & SR-249",Quinton,VA,3.509
QUARLES #4943,"I-295, EXIT 22A & SR-5",Henrico,VA,3.699
QUARLES #4831,US-64 EXIT 470,Rocky Mount,NC,3.409
QUARLES #4832,I-40 EXIT 189,Winston Salem,NC,3.57233333
QUARLES #4833,US-1,Youngsville,NC,3.699
QUARLES #4902,US-250/33,Richmond,VA,3.699
QUARLES #4909,I-664 EXIT 3,Hampton,VA,3.42566666
QUARLES #4911,I-264 EXIT 19B,Virginia Beach,VA,3.57233333
QUARLES #4915,I-664 EXIT 2,Hampton,VA,3.42566666
QUARLES #4917,I-64 EXIT 255,Newport News,VA,3.41066666
QUARLES #4904,I-64 EXIT 197B,Sandston,VA,3.259
QUARLES #4905,I-95 EXIT 89,Ashland,VA,3.699
QUARLES #4906,I-95 EXIT 73,Richmond,VA,3.699
QUARLES #4910,I-95 EXIT 61B,Chester,VA,3.799
QUARLES #4912,I-64 EXIT 136,Troy,VA,3.899
QUARLES #4913,SR-76,Midlothian,VA,3.699
QUARLES #4916,I-246 EXIT 6,Portsmouth,VA,3.46566666
QUARLES #4921,I-95 EXIT 83B,Richmond,VA,3.699
QUARLES #4922,US-250,Charlottesville,VA,3.899
QUARLES #4923,I-95 EXIT 73,Richmond,VA,3.699
QUARLES #4924,US-1 & SR-688,Doswell,VA,3.699
QUARLES #4925,I-95 EXIT 78,Richmond,VA,3.699
QUARLES #4926,I-95 EXIT 79,Richmond,VA,3.699
HAYDEN TRAVEL CENTER,"I-65, EXIT 284 & SR-160",Warrior,AL,3.129
WEIGELS #80,"I-40, EXIT 435 & US-321",Newport,TN,3.11566666
KEYSTOPS,"I-64, EXIT 17",Louisville,KY,3.19566666
Global,"I-84 E, EXIT 2 & US-6 E",Danbury,CT,3.459
ALLTOWN MARKETS #838,"I-95 N, EXIT 12",Darien,CT,3.83233333
ALLTOWN MARKETS #647,SR-3 EXIT 5,Plymouth,MA,3.959
Global,"I-95, EXIT 43 & US-1",Elkridge,MD,3.099
KWIK STAR #1076,US-218,Vinton,IA,3.199
KWIK TRIP #489,SR-3,Northfield,MN,3.524
Fast Trac 21,SR-21 & CR-50,Caldwell,TX,3.299
Amoco,"I-39 & HWY 23, EXIT 54",Oglesby,IL,3.199
Amoco,"I-39 & HWY 23, EXIT 54",Oglesby,IL,3.249
TEX BEST #530,"I-10, EXIT 628 & SR-80",Luling,TX,3.009
LOVES TRAVEL STOP #853,SR-302 & CR-313,Kermit,TX,3.25066666
LOVES TRAVEL STOP #804,US-34/US-67,Monmouth,IL,3.449
LOVES TRAVEL STOP #804,US-34/US-67,Monmouth,IL,3.389
LOVES TRAVEL STOP #804,US-34/US-67,Monmouth,IL,3.349
KWIK TRIP #644,SR-57 & SR-32,New Holstein,WI,3.39066666
Kwik Star #1068,I-35,Story City,IA,2.959
CASEYS #6445,I-355 EXIT 27 & SR-64,Lombard,IL,3.349
QUIKTRIP #1469,"I-10, EXIT 248 & SR-77",Marana,AZ,3.06233333
MAVERIK COUNTRY STORE #416,US-50 & US-95,Fallon,NV,3.52566666
MAVERIK COUNTRY STORE #560,I-580 & US-50,Carson City,NV,3.589
MAVERIK COUNTRY STORE #635,I-15 EXIT 57,Cedar City,UT,3.44233333
GOLDEN GATE PETRO,US-550,Montrose,CO,3.43566666
SUNOCO,US-220 EXIT 111,Lock Haven,PA,3.599
TURNPIKE MARKET EXPRESS,SR-5,Newton Falls,OH,3.259
SINCLAIR,I-580/US-395 EXIT 6,Carson City,NV,3.599
SPEEDWAY #9336,US-27/SR-126,Cincinnati,OH,3.699
LOVES TRAVEL STOP #722,"I-17, EXIT 262 & SR-69",Mayer,AZ,3.68066666
GILL MART CORNER STORE,US-131 & SR-216,Three Rivers,MI,3.699
SHEETZ #683,I-83 EXIT 28,York,PA,3.259
ROAD RANGER #279,"I-57, EXIT 45 & SR-148",Marion,IL,3.699
